tool	rank	metric	sample	value
KSSD2.L3K10S18	genus	Jaccard index	33	0.6421052631578947
KSSD2.L3K10S18	genus	Taxon counts	33	85.0
KSSD2.L3K10S18	species	True positives	33	133.0
KSSD2.L3K10S18	species	False negatives	33	71.0
KSSD2.L3K10S18	species	False positives	33	38.0
KSSD2.L3K10S18	species	Completeness	33	0.6519607843137255
KSSD2.L3K10S18	species	Purity	33	0.7777777777777778
KSSD2.L3K10S18	species	F1 score	33	0.7093333333333334
KSSD2.L3K10S18	species	Jaccard index	33	0.5495867768595041
KSSD2.L3K10S18	species	Taxon counts	33	171.0
KSSD2.L3K10S18	strain	True positives	33	0.0
KSSD2.L3K10S18	strain	False negatives	33	244.0
KSSD2.L3K10S18	strain	False positives	33	0.0
KSSD2.L3K10S18	strain	Completeness	33	0.0
KSSD2.L3K10S18	strain	Purity	33	0.0
KSSD2.L3K10S18	strain	Jaccard index	33	0.0
KSSD2.L3K10S18	strain	Taxon counts	33	0.0
KSSD2.L3K10S18	superkingdom	L1 norm error	33	0.0
KSSD2.L3K10S18	phylum	L1 norm error	33	0.017638999999999894
KSSD2.L3K10S18	class	L1 norm error	33	0.03093899999999996
KSSD2.L3K10S18	order	L1 norm error	33	0.03152099999999994
KSSD2.L3K10S18	family	L1 norm error	33	0.17215399999999995
KSSD2.L3K10S18	genus	L1 norm error	33	0.34564100000000003
KSSD2.L3K10S18	species	L1 norm error	33	0.4405080000000003
KSSD2.L3K10S18	na	Weighted UniFrac error	33	1.2679437858079654
KSSD2.L3K10S18	na	Unweighted UniFrac error	33	1809.9999879999996
KSSD2.L3K10S18	superkingdom	Bray-Curtis distance	17	0.0
KSSD2.L3K10S18	phylum	Bray-Curtis distance	17	0.009200999999999963
KSSD2.L3K10S18	class	Bray-Curtis distance	17	0.025620582604205872
KSSD2.L3K10S18	order	Bray-Curtis distance	17	0.03124259750509944
KSSD2.L3K10S18	family	Bray-Curtis distance	17	0.20747433343145455
KSSD2.L3K10S18	genus	Bray-Curtis distance	17	0.42426930587792727
KSSD2.L3K10S18	species	Bray-Curtis distance	17	0.5122162581307681
KSSD2.L3K10S18	superkingdom	Shannon diversity	17	0.0
KSSD2.L3K10S18	superkingdom	Shannon equitability	17	0.0
KSSD2.L3K10S18	phylum	Shannon diversity	17	0.4968868975136583
KSSD2.L3K10S18	phylum	Shannon equitability	17	0.3584281314628287
KSSD2.L3K10S18	class	Shannon diversity	17	1.158044471594114
KSSD2.L3K10S18	class	Shannon equitability	17	0.5951171343426691
KSSD2.L3K10S18	order	Shannon diversity	17	1.1580951975089804
KSSD2.L3K10S18	order	Shannon equitability	17	0.48296320971410495
KSSD2.L3K10S18	family	Shannon diversity	17	1.6449540985069941
KSSD2.L3K10S18	family	Shannon equitability	17	0.5321680705872562
KSSD2.L3K10S18	genus	Shannon diversity	17	2.2992383929587197
KSSD2.L3K10S18	genus	Shannon equitability	17	0.5593064805507215
KSSD2.L3K10S18	species	Shannon diversity	17	2.906439245839599
KSSD2.L3K10S18	species	Shannon equitability	17	0.6081532000645818
KSSD2.L3K10S18	superkingdom	True positives	17	1.0
KSSD2.L3K10S18	superkingdom	False negatives	17	0.0
KSSD2.L3K10S18	superkingdom	False positives	17	0.0
KSSD2.L3K10S18	superkingdom	Completeness	17	1.0
KSSD2.L3K10S18	superkingdom	Purity	17	1.0
KSSD2.L3K10S18	superkingdom	F1 score	17	1.0
KSSD2.L3K10S18	superkingdom	Jaccard index	17	1.0
KSSD2.L3K10S18	superkingdom	Taxon counts	17	1.0
KSSD2.L3K10S18	phylum	True positives	17	4.0
KSSD2.L3K10S18	phylum	False negatives	17	1.0
KSSD2.L3K10S18	phylum	False positives	17	0.0
KSSD2.L3K10S18	phylum	Completeness	17	0.8
KSSD2.L3K10S18	phylum	Purity	17	1.0
KSSD2.L3K10S18	phylum	F1 score	17	0.888888888888889
KSSD2.L3K10S18	phylum	Jaccard index	17	0.8
KSSD2.L3K10S18	phylum	Taxon counts	17	4.0
KSSD2.L3K10S18	class	True positives	17	6.0
KSSD2.L3K10S18	class	False negatives	17	1.0
KSSD2.L3K10S18	class	False positives	17	1.0
KSSD2.L3K10S18	class	Completeness	17	0.8571428571428571
KSSD2.L3K10S18	class	Purity	17	0.8571428571428571
KSSD2.L3K10S18	class	F1 score	17	0.8571428571428571
KSSD2.L3K10S18	class	Jaccard index	17	0.75
KSSD2.L3K10S18	class	Taxon counts	17	7.0
KSSD2.L3K10S18	order	True positives	17	7.0
KSSD2.L3K10S18	order	False negatives	17	2.0
KSSD2.L3K10S18	order	False positives	17	4.0
KSSD2.L3K10S18	order	Completeness	17	0.7777777777777778
KSSD2.L3K10S18	order	Purity	17	0.6363636363636364
KSSD2.L3K10S18	order	F1 score	17	0.7000000000000001
KSSD2.L3K10S18	order	Jaccard index	17	0.5384615384615384
KSSD2.L3K10S18	order	Taxon counts	17	11.0
KSSD2.L3K10S18	family	True positives	17	14.0
KSSD2.L3K10S18	family	False negatives	17	4.0
KSSD2.L3K10S18	family	False positives	17	8.0
KSSD2.L3K10S18	family	Completeness	17	0.7777777777777778
KSSD2.L3K10S18	family	Purity	17	0.6363636363636364
KSSD2.L3K10S18	family	F1 score	17	0.7000000000000001
KSSD2.L3K10S18	family	Jaccard index	17	0.5384615384615384
KSSD2.L3K10S18	family	Taxon counts	17	22.0
KSSD2.L3K10S18	genus	True positives	17	40.0
KSSD2.L3K10S18	genus	False negatives	17	8.0
KSSD2.L3K10S18	genus	False positives	17	21.0
KSSD2.L3K10S18	genus	Completeness	17	0.8333333333333334
KSSD2.L3K10S18	genus	Purity	17	0.6557377049180327
KSSD2.L3K10S18	genus	F1 score	17	0.7339449541284403
KSSD2.L3K10S18	genus	Jaccard index	17	0.5797101449275363
KSSD2.L3K10S18	genus	Taxon counts	17	61.0
KSSD2.L3K10S18	species	True positives	17	88.0
KSSD2.L3K10S18	species	False negatives	17	50.0
KSSD2.L3K10S18	species	False positives	17	31.0
KSSD2.L3K10S18	species	Completeness	17	0.6376811594202898
KSSD2.L3K10S18	species	Purity	17	0.7394957983193278
KSSD2.L3K10S18	species	F1 score	17	0.6848249027237354
KSSD2.L3K10S18	species	Jaccard index	17	0.5207100591715976
KSSD2.L3K10S18	species	Taxon counts	17	119.0
KSSD2.L3K10S18	strain	True positives	17	0.0
KSSD2.L3K10S18	strain	False negatives	17	169.0
KSSD2.L3K10S18	strain	False positives	17	0.0
KSSD2.L3K10S18	strain	Completeness	17	0.0
KSSD2.L3K10S18	strain	Purity	17	0.0
KSSD2.L3K10S18	strain	Jaccard index	17	0.0
KSSD2.L3K10S18	strain	Taxon counts	17	0.0
KSSD2.L3K10S18	superkingdom	L1 norm error	17	0.0
KSSD2.L3K10S18	phylum	L1 norm error	17	0.018401999999999925
KSSD2.L3K10S18	class	L1 norm error	17	0.05115900000000006
KSSD2.L3K10S18	order	L1 norm error	17	0.06238500000000002
KSSD2.L3K10S18	family	L1 norm error	17	0.413731
KSSD2.L3K10S18	genus	L1 norm error	17	0.6958810000000001
KSSD2.L3K10S18	species	L1 norm error	17	0.9776389999999998
KSSD2.L3K10S18	na	Weighted UniFrac error	17	1.963728750193587
KSSD2.L3K10S18	na	Unweighted UniFrac error	17	1293.9999680000003
KSSD2.L3K10S18	superkingdom	Bray-Curtis distance	20	0.0
KSSD2.L3K10S18	phylum	Bray-Curtis distance	20	0.0052634973682513615
KSSD2.L3K10S18	class	Bray-Curtis distance	20	0.026305148970090477
KSSD2.L3K10S18	order	Bray-Curtis distance	20	0.02630816267794063
KSSD2.L3K10S18	family	Bray-Curtis distance	20	0.3072547309912277
KSSD2.L3K10S18	genus	Bray-Curtis distance	20	0.5680362469853306
KSSD2.L3K10S18	species	Bray-Curtis distance	20	0.6200384998477553
KSSD2.L3K10S18	superkingdom	Shannon diversity	20	0.0
KSSD2.L3K10S18	superkingdom	Shannon equitability	20	0.0
KSSD2.L3K10S18	phylum	Shannon diversity	20	0.26624383939105306
KSSD2.L3K10S18	phylum	Shannon equitability	20	0.19205433337835495
KSSD2.L3K10S18	class	Shannon diversity	20	1.0528563964123823
KSSD2.L3K10S18	class	Shannon equitability	20	0.4237005830791296
KSSD2.L3K10S18	order	Shannon diversity	20	1.0529157269991998
KSSD2.L3K10S18	order	Shannon equitability	20	0.3716330537578846
KSSD2.L3K10S18	family	Shannon diversity	20	1.4018234430160519
KSSD2.L3K10S18	family	Shannon equitability	20	0.41630540166163027
KSSD2.L3K10S18	genus	Shannon diversity	20	2.117963606616241
KSSD2.L3K10S18	genus	Shannon equitability	20	0.5002150050587113
KSSD2.L3K10S18	species	Shannon diversity	20	2.497793703538996
KSSD2.L3K10S18	species	Shannon equitability	20	0.5131537802069819
KSSD2.L3K10S18	superkingdom	True positives	20	1.0
KSSD2.L3K10S18	superkingdom	False negatives	20	0.0
KSSD2.L3K10S18	superkingdom	False positives	20	0.0
KSSD2.L3K10S18	superkingdom	Completeness	20	1.0
KSSD2.L3K10S18	superkingdom	Purity	20	1.0
KSSD2.L3K10S18	superkingdom	F1 score	20	1.0
KSSD2.L3K10S18	superkingdom	Jaccard index	20	1.0
KSSD2.L3K10S18	superkingdom	Taxon counts	20	1.0
KSSD2.L3K10S18	phylum	True positives	20	4.0
KSSD2.L3K10S18	phylum	False negatives	20	1.0
KSSD2.L3K10S18	phylum	False positives	20	0.0
KSSD2.L3K10S18	phylum	Completeness	20	0.8
KSSD2.L3K10S18	phylum	Purity	20	1.0
KSSD2.L3K10S18	phylum	F1 score	20	0.888888888888889
KSSD2.L3K10S18	phylum	Jaccard index	20	0.8
KSSD2.L3K10S18	phylum	Taxon counts	20	4.0
KSSD2.L3K10S18	class	True positives	20	10.0
KSSD2.L3K10S18	class	False negatives	20	1.0
KSSD2.L3K10S18	class	False positives	20	2.0
KSSD2.L3K10S18	class	Completeness	20	0.9090909090909091
KSSD2.L3K10S18	class	Purity	20	0.8333333333333334
KSSD2.L3K10S18	class	F1 score	20	0.8695652173913043
KSSD2.L3K10S18	class	Jaccard index	20	0.7692307692307693
KSSD2.L3K10S18	class	Taxon counts	20	12.0
KSSD2.L3K10S18	order	True positives	20	10.0
KSSD2.L3K10S18	order	False negatives	20	2.0
KSSD2.L3K10S18	order	False positives	20	7.0
KSSD2.L3K10S18	order	Completeness	20	0.8333333333333334
KSSD2.L3K10S18	order	Purity	20	0.5882352941176471
KSSD2.L3K10S18	order	F1 score	20	0.6896551724137931
KSSD2.L3K10S18	order	Jaccard index	20	0.5263157894736842
KSSD2.L3K10S18	order	Taxon counts	20	17.0
KSSD2.L3K10S18	family	True positives	20	18.0
KSSD2.L3K10S18	family	False negatives	20	5.0
KSSD2.L3K10S18	family	False positives	20	11.0
KSSD2.L3K10S18	family	Completeness	20	0.782608695652174
KSSD2.L3K10S18	family	Purity	20	0.6206896551724138
KSSD2.L3K10S18	family	F1 score	20	0.6923076923076923
KSSD2.L3K10S18	family	Jaccard index	20	0.5294117647058824
KSSD2.L3K10S18	family	Taxon counts	20	29.0
KSSD2.L3K10S18	genus	True positives	20	43.0
KSSD2.L3K10S18	genus	False negatives	20	13.0
KSSD2.L3K10S18	genus	False positives	20	26.0
KSSD2.L3K10S18	genus	Completeness	20	0.7678571428571429
KSSD2.L3K10S18	genus	Purity	20	0.6231884057971014
KSSD2.L3K10S18	genus	F1 score	20	0.6880000000000001
KSSD2.L3K10S18	genus	Jaccard index	20	0.524390243902439
KSSD2.L3K10S18	genus	Taxon counts	20	69.0
KSSD2.L3K10S18	species	True positives	20	91.0
KSSD2.L3K10S18	species	False negatives	20	56.0
KSSD2.L3K10S18	species	False positives	20	39.0
KSSD2.L3K10S18	species	Completeness	20	0.6190476190476191
KSSD2.L3K10S18	species	Purity	20	0.7
KSSD2.L3K10S18	species	F1 score	20	0.6570397111913358
KSSD2.L3K10S18	species	Jaccard index	20	0.489247311827957
KSSD2.L3K10S18	species	Taxon counts	20	130.0
KSSD2.L3K10S18	strain	True positives	20	0.0
KSSD2.L3K10S18	strain	False negatives	20	174.0
KSSD2.L3K10S18	strain	False positives	20	0.0
KSSD2.L3K10S18	strain	Completeness	20	0.0
KSSD2.L3K10S18	strain	Purity	20	0.0
KSSD2.L3K10S18	strain	Jaccard index	20	0.0
KSSD2.L3K10S18	strain	Taxon counts	20	0.0
KSSD2.L3K10S18	superkingdom	L1 norm error	20	0.0
KSSD2.L3K10S18	phylum	L1 norm error	20	0.010527000000000094
KSSD2.L3K10S18	class	L1 norm error	20	0.05237100000000005
KSSD2.L3K10S18	order	L1 norm error	20	0.05237700000000003
KSSD2.L3K10S18	family	L1 norm error	20	0.611377
KSSD2.L3K10S18	genus	L1 norm error	20	0.9046710000000001
KSSD2.L3K10S18	species	L1 norm error	20	1.2014300000000002
KSSD2.L3K10S18	na	Weighted UniFrac error	20	2.3467808263954955
KSSD2.L3K10S18	na	Unweighted UniFrac error	20	1293.9999859999998
KSSD2.L3K10S18	superkingdom	Bray-Curtis distance	15	0.0
KSSD2.L3K10S18	phylum	Bray-Curtis distance	15	0.007982
KSSD2.L3K10S18	class	Bray-Curtis distance	15	0.010310970544373585
KSSD2.L3K10S18	order	Bray-Curtis distance	15	0.016867674877143145
KSSD2.L3K10S18	family	Bray-Curtis distance	15	0.07167755300004988
KSSD2.L3K10S18	genus	Bray-Curtis distance	15	0.4662304719910866
KSSD2.L3K10S18	species	Bray-Curtis distance	15	0.2769485072362858
KSSD2.L3K10S18	superkingdom	Shannon diversity	15	0.0
KSSD2.L3K10S18	superkingdom	Shannon equitability	15	0.0
KSSD2.L3K10S18	phylum	Shannon diversity	15	0.5138984074810177
KSSD2.L3K10S18	phylum	Shannon equitability	15	0.3706993419968
KSSD2.L3K10S18	class	Shannon diversity	15	1.1188509399724507
KSSD2.L3K10S18	class	Shannon equitability	15	0.48591078930230175
KSSD2.L3K10S18	order	Shannon diversity	15	1.126313863111385
KSSD2.L3K10S18	order	Shannon equitability	15	0.43911738835501546
KSSD2.L3K10S18	family	Shannon diversity	15	1.499779942137424
KSSD2.L3K10S18	family	Shannon equitability	15	0.45008640302769626
KSSD2.L3K10S18	genus	Shannon diversity	15	2.6305895675686424
KSSD2.L3K10S18	genus	Shannon equitability	15	0.6151028615191194
KSSD2.L3K10S18	species	Shannon diversity	15	3.3514669858345614
KSSD2.L3K10S18	species	Shannon equitability	15	0.6688706699095428
KSSD2.L3K10S18	superkingdom	True positives	15	1.0
KSSD2.L3K10S18	superkingdom	False negatives	15	0.0
KSSD2.L3K10S18	superkingdom	False positives	15	0.0
KSSD2.L3K10S18	superkingdom	Completeness	15	1.0
KSSD2.L3K10S18	superkingdom	Purity	15	1.0
KSSD2.L3K10S18	superkingdom	F1 score	15	1.0
KSSD2.L3K10S18	superkingdom	Jaccard index	15	1.0
KSSD2.L3K10S18	superkingdom	Taxon counts	15	1.0
KSSD2.L3K10S18	phylum	True positives	15	4.0
KSSD2.L3K10S18	phylum	False negatives	15	0.0
KSSD2.L3K10S18	phylum	False positives	15	0.0
KSSD2.L3K10S18	phylum	Completeness	15	1.0
KSSD2.L3K10S18	phylum	Purity	15	1.0
KSSD2.L3K10S18	phylum	F1 score	15	1.0
KSSD2.L3K10S18	phylum	Jaccard index	15	1.0
KSSD2.L3K10S18	phylum	Taxon counts	15	4.0
KSSD2.L3K10S18	class	True positives	15	9.0
KSSD2.L3K10S18	class	False negatives	15	1.0
KSSD2.L3K10S18	class	False positives	15	1.0
KSSD2.L3K10S18	class	Completeness	15	0.9
KSSD2.L3K10S18	class	Purity	15	0.9
KSSD2.L3K10S18	class	F1 score	15	0.9
KSSD2.L3K10S18	class	Jaccard index	15	0.8181818181818182
KSSD2.L3K10S18	class	Taxon counts	15	10.0
KSSD2.L3K10S18	order	True positives	15	8.0
KSSD2.L3K10S18	order	False negatives	15	2.0
KSSD2.L3K10S18	order	False positives	15	5.0
KSSD2.L3K10S18	order	Completeness	15	0.8
KSSD2.L3K10S18	order	Purity	15	0.6153846153846154
KSSD2.L3K10S18	order	F1 score	15	0.6956521739130435
KSSD2.L3K10S18	order	Jaccard index	15	0.5333333333333333
KSSD2.L3K10S18	order	Taxon counts	15	13.0
KSSD2.L3K10S18	family	True positives	15	19.0
KSSD2.L3K10S18	family	False negatives	15	4.0
KSSD2.L3K10S18	family	False positives	15	9.0
KSSD2.L3K10S18	family	Completeness	15	0.8260869565217391
KSSD2.L3K10S18	family	Purity	15	0.6785714285714286
KSSD2.L3K10S18	family	F1 score	15	0.7450980392156864
KSSD2.L3K10S18	family	Jaccard index	15	0.59375
KSSD2.L3K10S18	family	Taxon counts	15	28.0
KSSD2.L3K10S18	genus	True positives	15	40.0
KSSD2.L3K10S18	genus	False negatives	15	12.0
KSSD2.L3K10S18	genus	False positives	15	32.0
KSSD2.L3K10S18	genus	Completeness	15	0.7692307692307693
KSSD2.L3K10S18	genus	Purity	15	0.5555555555555556
KSSD2.L3K10S18	genus	F1 score	15	0.6451612903225806
KSSD2.L3K10S18	genus	Jaccard index	15	0.47619047619047616
KSSD2.L3K10S18	genus	Taxon counts	15	72.0
KSSD2.L3K10S18	species	True positives	15	112.0
KSSD2.L3K10S18	species	False negatives	15	58.0
KSSD2.L3K10S18	species	False positives	15	38.0
KSSD2.L3K10S18	species	Completeness	15	0.6588235294117647
KSSD2.L3K10S18	species	Purity	15	0.7466666666666667
KSSD2.L3K10S18	species	F1 score	15	0.7000000000000001
KSSD2.L3K10S18	species	Jaccard index	15	0.5384615384615384
KSSD2.L3K10S18	species	Taxon counts	15	150.0
KSSD2.L3K10S18	strain	True positives	15	0.0
KSSD2.L3K10S18	strain	False negatives	15	215.0
KSSD2.L3K10S18	strain	False positives	15	0.0
KSSD2.L3K10S18	strain	Completeness	15	0.0
KSSD2.L3K10S18	strain	Purity	15	0.0
KSSD2.L3K10S18	strain	Jaccard index	15	0.0
KSSD2.L3K10S18	strain	Taxon counts	15	0.0
KSSD2.L3K10S18	superkingdom	L1 norm error	15	0.0
KSSD2.L3K10S18	phylum	L1 norm error	15	0.015964
KSSD2.L3K10S18	class	L1 norm error	15	0.02060399999999997
KSSD2.L3K10S18	order	L1 norm error	15	0.03370600000000006
KSSD2.L3K10S18	family	L1 norm error	15	0.14231700000000003
KSSD2.L3K10S18	genus	L1 norm error	15	0.8653480000000009
KSSD2.L3K10S18	species	L1 norm error	15	0.5413410000000011
KSSD2.L3K10S18	na	Weighted UniFrac error	15	1.0287341602509599
KSSD2.L3K10S18	na	Unweighted UniFrac error	15	1586.9999910000001
KSSD2.L3K10S18	superkingdom	Bray-Curtis distance	14	0.0
KSSD2.L3K10S18	phylum	Bray-Curtis distance	14	0.007919503959752003
KSSD2.L3K10S18	class	Bray-Curtis distance	14	0.009806478613626553
KSSD2.L3K10S18	order	Bray-Curtis distance	14	0.014179870215759269
KSSD2.L3K10S18	family	Bray-Curtis distance	14	0.08347667133278495
KSSD2.L3K10S18	genus	Bray-Curtis distance	14	0.24543623659904748
KSSD2.L3K10S18	species	Bray-Curtis distance	14	0.23909655181350511
KSSD2.L3K10S18	superkingdom	Shannon diversity	14	0.0
KSSD2.L3K10S18	superkingdom	Shannon equitability	14	0.0
KSSD2.L3K10S18	phylum	Shannon diversity	14	0.31575998198776717
KSSD2.L3K10S18	phylum	Shannon equitability	14	0.22777268006247006
KSSD2.L3K10S18	class	Shannon diversity	14	0.7286412961184258
KSSD2.L3K10S18	class	Shannon equitability	14	0.3316189449336061
KSSD2.L3K10S18	order	Shannon diversity	14	0.7298606698537136
KSSD2.L3K10S18	order	Shannon equitability	14	0.28455168821580074
KSSD2.L3K10S18	family	Shannon diversity	14	1.0717268501746353
KSSD2.L3K10S18	family	Shannon equitability	14	0.3372274062636939
KSSD2.L3K10S18	genus	Shannon diversity	14	2.33794014771946
KSSD2.L3K10S18	genus	Shannon equitability	14	0.552168478799718
KSSD2.L3K10S18	species	Shannon diversity	14	3.203875809902491
KSSD2.L3K10S18	species	Shannon equitability	14	0.6492841695628905
KSSD2.L3K10S18	superkingdom	True positives	14	1.0
KSSD2.L3K10S18	superkingdom	False negatives	14	0.0
KSSD2.L3K10S18	superkingdom	False positives	14	0.0
KSSD2.L3K10S18	superkingdom	Completeness	14	1.0
KSSD2.L3K10S18	superkingdom	Purity	14	1.0
KSSD2.L3K10S18	superkingdom	F1 score	14	1.0
KSSD2.L3K10S18	superkingdom	Jaccard index	14	1.0
KSSD2.L3K10S18	superkingdom	Taxon counts	14	1.0
KSSD2.L3K10S18	phylum	True positives	14	4.0
KSSD2.L3K10S18	phylum	False negatives	14	0.0
KSSD2.L3K10S18	phylum	False positives	14	0.0
KSSD2.L3K10S18	phylum	Completeness	14	1.0
KSSD2.L3K10S18	phylum	Purity	14	1.0
KSSD2.L3K10S18	phylum	F1 score	14	1.0
KSSD2.L3K10S18	phylum	Jaccard index	14	1.0
KSSD2.L3K10S18	phylum	Taxon counts	14	4.0
KSSD2.L3K10S18	class	True positives	14	8.0
KSSD2.L3K10S18	class	False negatives	14	0.0
KSSD2.L3K10S18	class	False positives	14	1.0
KSSD2.L3K10S18	class	Completeness	14	1.0
KSSD2.L3K10S18	class	Purity	14	0.8888888888888888
KSSD2.L3K10S18	class	F1 score	14	0.9411764705882353
KSSD2.L3K10S18	class	Jaccard index	14	0.8888888888888888
KSSD2.L3K10S18	class	Taxon counts	14	9.0
KSSD2.L3K10S18	order	True positives	14	9.0
KSSD2.L3K10S18	order	False negatives	14	1.0
KSSD2.L3K10S18	order	False positives	14	4.0
KSSD2.L3K10S18	order	Completeness	14	0.9
KSSD2.L3K10S18	order	Purity	14	0.6923076923076923
KSSD2.L3K10S18	order	F1 score	14	0.7826086956521738
KSSD2.L3K10S18	order	Jaccard index	14	0.6428571428571429
KSSD2.L3K10S18	order	Taxon counts	14	13.0
KSSD2.L3K10S18	family	True positives	14	16.0
KSSD2.L3K10S18	family	False negatives	14	5.0
KSSD2.L3K10S18	family	False positives	14	8.0
KSSD2.L3K10S18	family	Completeness	14	0.7619047619047619
KSSD2.L3K10S18	family	Purity	14	0.6666666666666666
KSSD2.L3K10S18	family	F1 score	14	0.7111111111111111
KSSD2.L3K10S18	family	Jaccard index	14	0.5517241379310345
KSSD2.L3K10S18	family	Taxon counts	14	24.0
KSSD2.L3K10S18	genus	True positives	14	42.0
KSSD2.L3K10S18	genus	False negatives	14	11.0
KSSD2.L3K10S18	genus	False positives	14	27.0
KSSD2.L3K10S18	genus	Completeness	14	0.7924528301886793
KSSD2.L3K10S18	genus	Purity	14	0.6086956521739131
KSSD2.L3K10S18	genus	F1 score	14	0.6885245901639344
KSSD2.L3K10S18	genus	Jaccard index	14	0.525
KSSD2.L3K10S18	genus	Taxon counts	14	69.0
KSSD2.L3K10S18	species	True positives	14	107.0
KSSD2.L3K10S18	species	False negatives	14	55.0
KSSD2.L3K10S18	species	False positives	14	32.0
KSSD2.L3K10S18	species	Completeness	14	0.6604938271604939
KSSD2.L3K10S18	species	Purity	14	0.7697841726618705
KSSD2.L3K10S18	species	F1 score	14	0.7109634551495018
KSSD2.L3K10S18	species	Jaccard index	14	0.5515463917525774
KSSD2.L3K10S18	species	Taxon counts	14	139.0
KSSD2.L3K10S18	strain	True positives	14	0.0
KSSD2.L3K10S18	strain	False negatives	14	196.0
KSSD2.L3K10S18	strain	False positives	14	0.0
KSSD2.L3K10S18	strain	Completeness	14	0.0
KSSD2.L3K10S18	strain	Purity	14	0.0
KSSD2.L3K10S18	strain	Jaccard index	14	0.0
KSSD2.L3K10S18	strain	Taxon counts	14	0.0
KSSD2.L3K10S18	superkingdom	L1 norm error	14	0.0
KSSD2.L3K10S18	phylum	L1 norm error	14	0.01583900000000005
KSSD2.L3K10S18	class	L1 norm error	14	0.019589000000000016
KSSD2.L3K10S18	order	L1 norm error	14	0.028301999999999966
KSSD2.L3K10S18	family	L1 norm error	14	0.1663170000000001
KSSD2.L3K10S18	genus	L1 norm error	14	0.44042600000000015
KSSD2.L3K10S18	species	L1 norm error	14	0.46128299999999994
KSSD2.L3K10S18	na	Weighted UniFrac error	14	1.1817562617847475
KSSD2.L3K10S18	na	Unweighted UniFrac error	14	1407.9999139999995
KSSD2.L3K10S18	superkingdom	Bray-Curtis distance	54	0.0
KSSD2.L3K10S18	phylum	Bray-Curtis distance	54	0.019345490327254806
KSSD2.L3K10S18	class	Bray-Curtis distance	54	0.022235533353300023
KSSD2.L3K10S18	order	Bray-Curtis distance	54	0.02223504447008894
KSSD2.L3K10S18	family	Bray-Curtis distance	54	0.07972877905072669
KSSD2.L3K10S18	genus	Bray-Curtis distance	54	0.19079057849860534
KSSD2.L3K10S18	species	Bray-Curtis distance	54	0.2925318514423366
KSSD2.L3K10S18	superkingdom	Shannon diversity	54	0.0
KSSD2.L3K10S18	superkingdom	Shannon equitability	54	0.0
KSSD2.L3K10S18	phylum	Shannon diversity	54	0.7116955218617969
KSSD2.L3K10S18	phylum	Shannon equitability	54	0.5133798000064486
KSSD2.L3K10S18	class	Shannon diversity	54	1.0986822239610765
KSSD2.L3K10S18	class	Shannon equitability	54	0.4581860752737971
KSSD2.L3K10S18	order	Shannon diversity	54	1.098768595608947
KSSD2.L3K10S18	order	Shannon equitability	54	0.3962970009923897
KSSD2.L3K10S18	family	Shannon diversity	54	1.6270677485053893
KSSD2.L3K10S18	family	Shannon equitability	54	0.4831971500739586
KSSD2.L3K10S18	genus	Shannon diversity	54	1.8567394473984467
KSSD2.L3K10S18	genus	Shannon equitability	54	0.43139204616819427
KSSD2.L3K10S18	species	Shannon diversity	54	1.909349470097384
KSSD2.L3K10S18	species	Shannon equitability	54	0.3928854266851426
KSSD2.L3K10S18	superkingdom	True positives	54	1.0
KSSD2.L3K10S18	superkingdom	False negatives	54	0.0
KSSD2.L3K10S18	superkingdom	False positives	54	0.0
KSSD2.L3K10S18	superkingdom	Completeness	54	1.0
KSSD2.L3K10S18	superkingdom	Purity	54	1.0
KSSD2.L3K10S18	superkingdom	F1 score	54	1.0
KSSD2.L3K10S18	superkingdom	Jaccard index	54	1.0
KSSD2.L3K10S18	superkingdom	Taxon counts	54	1.0
KSSD2.L3K10S18	phylum	True positives	54	4.0
KSSD2.L3K10S18	phylum	False negatives	54	0.0
KSSD2.L3K10S18	phylum	False positives	54	0.0
KSSD2.L3K10S18	phylum	Completeness	54	1.0
KSSD2.L3K10S18	phylum	Purity	54	1.0
KSSD2.L3K10S18	phylum	F1 score	54	1.0
KSSD2.L3K10S18	phylum	Jaccard index	54	1.0
KSSD2.L3K10S18	phylum	Taxon counts	54	4.0
KSSD2.L3K10S18	class	True positives	54	10.0
KSSD2.L3K10S18	class	False negatives	54	1.0
KSSD2.L3K10S18	class	False positives	54	1.0
KSSD2.L3K10S18	class	Completeness	54	0.9090909090909091
KSSD2.L3K10S18	class	Purity	54	0.9090909090909091
KSSD2.L3K10S18	class	F1 score	54	0.9090909090909091
KSSD2.L3K10S18	class	Jaccard index	54	0.8333333333333334
KSSD2.L3K10S18	class	Taxon counts	54	11.0
KSSD2.L3K10S18	order	True positives	54	11.0
KSSD2.L3K10S18	order	False negatives	54	1.0
KSSD2.L3K10S18	order	False positives	54	5.0
KSSD2.L3K10S18	order	Completeness	54	0.9166666666666666
KSSD2.L3K10S18	order	Purity	54	0.6875
KSSD2.L3K10S18	order	F1 score	54	0.7857142857142857
KSSD2.L3K10S18	order	Jaccard index	54	0.6470588235294118
KSSD2.L3K10S18	order	Taxon counts	54	16.0
KSSD2.L3K10S18	family	True positives	54	23.0
KSSD2.L3K10S18	family	False negatives	54	4.0
KSSD2.L3K10S18	family	False positives	54	6.0
KSSD2.L3K10S18	family	Completeness	54	0.8518518518518519
KSSD2.L3K10S18	family	Purity	54	0.7931034482758621
KSSD2.L3K10S18	family	F1 score	54	0.8214285714285715
