tool	rank	metric	sample	value
Bracken2.6	species	F1 score	14	0.051758460517584606
Bracken2.6	species	Jaccard index	14	0.02656675749318801
Bracken2.6	species	Taxon counts	14	1395.0
Bracken2.6	strain	True positives	14	0.0
Bracken2.6	strain	False negatives	14	197.0
Bracken2.6	strain	False positives	14	0.0
Bracken2.6	strain	Completeness	14	0.0
Bracken2.6	strain	Purity	14	0.0
Bracken2.6	strain	Jaccard index	14	0.0
Bracken2.6	strain	Taxon counts	14	0.0
Bracken2.6	superkingdom	L1 norm error	14	0.053860000000018414
Bracken2.6	phylum	L1 norm error	14	0.09331000000000898
Bracken2.6	class	L1 norm error	14	0.12312999999999598
Bracken2.6	order	L1 norm error	14	0.14341999999999971
Bracken2.6	family	L1 norm error	14	0.16348
Bracken2.6	genus	L1 norm error	14	0.19190999999999994
Bracken2.6	species	L1 norm error	14	0.9956400000000094
Bracken2.6	na	Weighted UniFrac error	14	2.9777531597192506
Bracken2.6	na	Unweighted UniFrac error	14	10115.000380000003
Bracken2.6	superkingdom	Bray-Curtis distance	15	0.03904699562566576
Bracken2.6	phylum	Bray-Curtis distance	15	0.09591446561792466
Bracken2.6	class	Bray-Curtis distance	15	0.1206946725144989
Bracken2.6	order	Bray-Curtis distance	15	0.13423481478401883
Bracken2.6	family	Bray-Curtis distance	15	0.14625411235580735
Bracken2.6	genus	Bray-Curtis distance	15	0.17073039943803056
Bracken2.6	species	Bray-Curtis distance	15	0.7186733199338055
Bracken2.6	superkingdom	Shannon diversity	15	0.0775233832248345
Bracken2.6	superkingdom	Shannon equitability	15	0.07056482439206929
Bracken2.6	phylum	Shannon diversity	15	0.5999438613086773
Bracken2.6	phylum	Shannon equitability	15	0.23390086028927526
Bracken2.6	class	Shannon diversity	15	1.4016101439920674
Bracken2.6	class	Shannon equitability	15	0.4206254867347179
Bracken2.6	order	Shannon diversity	15	1.515977423317682
Bracken2.6	order	Shannon equitability	15	0.35447644990964766
Bracken2.6	family	Shannon diversity	15	1.859972530705967
Bracken2.6	family	Shannon equitability	15	0.3717011368599285
Bracken2.6	genus	Shannon diversity	15	2.171913107572904
Bracken2.6	genus	Shannon equitability	15	0.34815647439301844
Bracken2.6	species	Shannon diversity	15	4.016904732118091
Bracken2.6	species	Shannon equitability	15	0.539768217865015
Bracken2.6	superkingdom	True positives	15	3.0
Bracken2.6	superkingdom	False negatives	15	0.0
Bracken2.6	superkingdom	False positives	15	0.0
Bracken2.6	superkingdom	Completeness	15	1.0
Bracken2.6	superkingdom	Purity	15	1.0
Bracken2.6	superkingdom	F1 score	15	1.0
Bracken2.6	superkingdom	Jaccard index	15	1.0
Bracken2.6	superkingdom	Taxon counts	15	3.0
Bracken2.6	phylum	True positives	15	9.0
Bracken2.6	phylum	False negatives	15	3.0
Bracken2.6	phylum	False positives	15	4.0
Bracken2.6	phylum	Completeness	15	0.75
Bracken2.6	phylum	Purity	15	0.6923076923076923
Bracken2.6	phylum	F1 score	15	0.7199999999999999
Bracken2.6	phylum	Jaccard index	15	0.5625
Bracken2.6	phylum	Taxon counts	15	13.0
Bracken2.6	class	True positives	15	18.0
Bracken2.6	class	False negatives	15	5.0
Bracken2.6	class	False positives	15	10.0
Bracken2.6	class	Completeness	15	0.782608695652174
Bracken2.6	class	Purity	15	0.6428571428571429
Bracken2.6	class	F1 score	15	0.7058823529411765
Bracken2.6	class	Jaccard index	15	0.5454545454545454
Bracken2.6	class	Taxon counts	15	28.0
Bracken2.6	order	True positives	15	30.0
Bracken2.6	order	False negatives	15	12.0
Bracken2.6	order	False positives	15	42.0
Bracken2.6	order	Completeness	15	0.7142857142857143
Bracken2.6	order	Purity	15	0.4166666666666667
Bracken2.6	order	F1 score	15	0.5263157894736842
Bracken2.6	order	Jaccard index	15	0.35714285714285715
Bracken2.6	order	Taxon counts	15	72.0
Bracken2.6	family	True positives	15	40.0
Bracken2.6	family	False negatives	15	22.0
Bracken2.6	family	False positives	15	109.0
Bracken2.6	family	Completeness	15	0.6451612903225806
Bracken2.6	family	Purity	15	0.2684563758389262
Bracken2.6	family	F1 score	15	0.37914691943127965
Bracken2.6	family	Jaccard index	15	0.23391812865497075
Bracken2.6	family	Taxon counts	15	149.0
Bracken2.6	genus	True positives	15	57.0
Bracken2.6	genus	False negatives	15	39.0
Bracken2.6	genus	False positives	15	455.0
Bracken2.6	genus	Completeness	15	0.59375
Bracken2.6	genus	Purity	15	0.111328125
Bracken2.6	genus	F1 score	15	0.1875
Bracken2.6	genus	Jaccard index	15	0.10344827586206896
Bracken2.6	genus	Taxon counts	15	512.0
Bracken2.6	species	True positives	15	39.0
Bracken2.6	species	False negatives	15	80.0
Bracken2.6	species	False positives	15	1667.0
Bracken2.6	species	Completeness	15	0.3277310924369748
Bracken2.6	species	Purity	15	0.022860492379835874
Bracken2.6	species	F1 score	15	0.04273972602739726
Bracken2.6	species	Jaccard index	15	0.021836506159014557
Bracken2.6	species	Taxon counts	15	1706.0
Bracken2.6	strain	True positives	15	0.0
Bracken2.6	strain	False negatives	15	200.0
Bracken2.6	strain	False positives	15	0.0
Bracken2.6	strain	Completeness	15	0.0
Bracken2.6	strain	Purity	15	0.0
Bracken2.6	strain	Jaccard index	15	0.0
Bracken2.6	strain	Taxon counts	15	0.0
Bracken2.6	superkingdom	L1 norm error	15	0.07516000000001827
Bracken2.6	phylum	L1 norm error	15	0.1846200000000059
Bracken2.6	class	L1 norm error	15	0.2322600000000018
Bracken2.6	order	L1 norm error	15	0.25830000000000036
Bracken2.6	family	L1 norm error	15	0.2809600000000004
Bracken2.6	genus	L1 norm error	15	0.31839
Bracken2.6	species	L1 norm error	15	1.1334700000000133
Bracken2.6	na	Weighted UniFrac error	15	4.006090223035593
Bracken2.6	na	Unweighted UniFrac error	15	12399.000119998798
Bracken2.6	superkingdom	Bray-Curtis distance	16	0.05066848782538801
Bracken2.6	phylum	Bray-Curtis distance	16	0.08521446770508172
Bracken2.6	class	Bray-Curtis distance	16	0.08564702915151513
Bracken2.6	order	Bray-Curtis distance	16	0.09187888215077718
Bracken2.6	family	Bray-Curtis distance	16	0.16459465573753254
Bracken2.6	genus	Bray-Curtis distance	16	0.3548550327403723
Bracken2.6	species	Bray-Curtis distance	16	0.7465539410655636
Bracken2.6	superkingdom	Shannon diversity	16	0.09582385700021764
Bracken2.6	superkingdom	Shannon equitability	16	0.08722263348827876
Bracken2.6	phylum	Shannon diversity	16	0.49431779503613305
Bracken2.6	phylum	Shannon equitability	16	0.19272029430060422
Bracken2.6	class	Shannon diversity	16	1.2987721019245284
Bracken2.6	class	Shannon equitability	16	0.4142160732832542
Bracken2.6	order	Shannon diversity	16	1.3977943310524654
Bracken2.6	order	Shannon equitability	16	0.33868398763981455
Bracken2.6	family	Shannon diversity	16	1.7415952373756034
Bracken2.6	family	Shannon equitability	16	0.3601103638876601
Bracken2.6	genus	Shannon diversity	16	2.067932328659629
Bracken2.6	genus	Shannon equitability	16	0.3448593098216303
Bracken2.6	species	Shannon diversity	16	3.3935616577909333
Bracken2.6	species	Shannon equitability	16	0.4674443498495087
Bracken2.6	superkingdom	True positives	16	3.0
Bracken2.6	superkingdom	False negatives	16	0.0
Bracken2.6	superkingdom	False positives	16	0.0
Bracken2.6	superkingdom	Completeness	16	1.0
Bracken2.6	superkingdom	Purity	16	1.0
Bracken2.6	superkingdom	F1 score	16	1.0
Bracken2.6	superkingdom	Jaccard index	16	1.0
Bracken2.6	superkingdom	Taxon counts	16	3.0
Bracken2.6	phylum	True positives	16	7.0
Bracken2.6	phylum	False negatives	16	3.0
Bracken2.6	phylum	False positives	16	6.0
Bracken2.6	phylum	Completeness	16	0.7
Bracken2.6	phylum	Purity	16	0.5384615384615384
Bracken2.6	phylum	F1 score	16	0.608695652173913
Bracken2.6	phylum	Jaccard index	16	0.4375
Bracken2.6	phylum	Taxon counts	16	13.0
Bracken2.6	class	True positives	16	15.0
Bracken2.6	class	False negatives	16	5.0
Bracken2.6	class	False positives	16	8.0
Bracken2.6	class	Completeness	16	0.75
Bracken2.6	class	Purity	16	0.6521739130434783
Bracken2.6	class	F1 score	16	0.6976744186046512
Bracken2.6	class	Jaccard index	16	0.5357142857142857
Bracken2.6	class	Taxon counts	16	23.0
Bracken2.6	order	True positives	16	30.0
Bracken2.6	order	False negatives	16	12.0
Bracken2.6	order	False positives	16	32.0
Bracken2.6	order	Completeness	16	0.7142857142857143
Bracken2.6	order	Purity	16	0.4838709677419355
Bracken2.6	order	F1 score	16	0.5769230769230769
Bracken2.6	order	Jaccard index	16	0.40540540540540543
Bracken2.6	order	Taxon counts	16	62.0
Bracken2.6	family	True positives	16	42.0
Bracken2.6	family	False negatives	16	22.0
Bracken2.6	family	False positives	16	84.0
Bracken2.6	family	Completeness	16	0.65625
Bracken2.6	family	Purity	16	0.3333333333333333
Bracken2.6	family	F1 score	16	0.4421052631578948
Bracken2.6	family	Jaccard index	16	0.28378378378378377
Bracken2.6	family	Taxon counts	16	126.0
Bracken2.6	genus	True positives	16	63.0
Bracken2.6	genus	False negatives	16	36.0
Bracken2.6	genus	False positives	16	339.0
Bracken2.6	genus	Completeness	16	0.6363636363636364
Bracken2.6	genus	Purity	16	0.15671641791044777
Bracken2.6	genus	F1 score	16	0.25149700598802394
Bracken2.6	genus	Jaccard index	16	0.14383561643835616
Bracken2.6	genus	Taxon counts	16	402.0
Bracken2.6	species	True positives	16	48.0
Bracken2.6	species	False negatives	16	77.0
Bracken2.6	species	False positives	16	1374.0
Bracken2.6	species	Completeness	16	0.384
Bracken2.6	species	Purity	16	0.03375527426160337
Bracken2.6	species	F1 score	16	0.06205559146735617
Bracken2.6	species	Jaccard index	16	0.032021347565043365
Bracken2.6	species	Taxon counts	16	1422.0
Bracken2.6	strain	True positives	16	0.0
Bracken2.6	strain	False negatives	16	214.0
Bracken2.6	strain	False positives	16	0.0
Bracken2.6	strain	Completeness	16	0.0
Bracken2.6	strain	Purity	16	0.0
Bracken2.6	strain	Jaccard index	16	0.0
Bracken2.6	strain	Taxon counts	16	0.0
Bracken2.6	superkingdom	L1 norm error	16	0.09645000000001652
Bracken2.6	phylum	L1 norm error	16	0.1622100000000076
Bracken2.6	class	L1 norm error	16	0.1629999999999977
Bracken2.6	order	L1 norm error	16	0.17484000000000005
Bracken2.6	family	L1 norm error	16	0.3128500000000005
Bracken2.6	genus	L1 norm error	16	0.5890700000000009
Bracken2.6	species	L1 norm error	16	1.120570000000005
Bracken2.6	na	Weighted UniFrac error	16	4.2420333445852325
Bracken2.6	na	Unweighted UniFrac error	16	10267.00057
Bracken2.6	superkingdom	Bray-Curtis distance	17	0.051773553154016376
Bracken2.6	phylum	Bray-Curtis distance	17	0.11730492127434007
Bracken2.6	class	Bray-Curtis distance	17	0.11753288764287187
Bracken2.6	order	Bray-Curtis distance	17	0.14422475054309844
Bracken2.6	family	Bray-Curtis distance	17	0.15944454972311733
Bracken2.6	genus	Bray-Curtis distance	17	0.17535641221496387
Bracken2.6	species	Bray-Curtis distance	17	0.6143101482326111
Bracken2.6	superkingdom	Shannon diversity	17	0.0974591113037479
Bracken2.6	superkingdom	Shannon equitability	17	0.14060377656736261
Bracken2.6	phylum	Shannon diversity	17	0.6613176473264155
Bracken2.6	phylum	Shannon equitability	17	0.2757908799555914
Bracken2.6	class	Shannon diversity	17	1.3307128734970939
Bracken2.6	class	Shannon equitability	17	0.43708427207130385
Bracken2.6	order	Shannon diversity	17	1.4250127669190995
Bracken2.6	order	Shannon equitability	17	0.3509500720039249
Bracken2.6	family	Shannon diversity	17	1.7442943532097388
Bracken2.6	family	Shannon equitability	17	0.364982063285016
Bracken2.6	genus	Shannon diversity	17	1.9345817834025965
Bracken2.6	genus	Shannon equitability	17	0.3191611867043892
Bracken2.6	species	Shannon diversity	17	3.5831019363044208
Bracken2.6	species	Shannon equitability	17	0.490172370544272
Bracken2.6	superkingdom	True positives	17	2.0
Bracken2.6	superkingdom	False negatives	17	0.0
Bracken2.6	superkingdom	False positives	17	0.0
Bracken2.6	superkingdom	Completeness	17	1.0
Bracken2.6	superkingdom	Purity	17	1.0
Bracken2.6	superkingdom	F1 score	17	1.0
Bracken2.6	superkingdom	Jaccard index	17	1.0
Bracken2.6	superkingdom	Taxon counts	17	2.0
Bracken2.6	phylum	True positives	17	5.0
Bracken2.6	phylum	False negatives	17	3.0
Bracken2.6	phylum	False positives	17	6.0
Bracken2.6	phylum	Completeness	17	0.625
Bracken2.6	phylum	Purity	17	0.45454545454545453
Bracken2.6	phylum	F1 score	17	0.5263157894736842
Bracken2.6	phylum	Jaccard index	17	0.35714285714285715
Bracken2.6	phylum	Taxon counts	17	11.0
Bracken2.6	class	True positives	17	12.0
Bracken2.6	class	False negatives	17	5.0
Bracken2.6	class	False positives	17	9.0
Bracken2.6	class	Completeness	17	0.7058823529411765
Bracken2.6	class	Purity	17	0.5714285714285714
Bracken2.6	class	F1 score	17	0.6315789473684211
Bracken2.6	class	Jaccard index	17	0.46153846153846156
Bracken2.6	class	Taxon counts	17	21.0
Bracken2.6	order	True positives	17	23.0
Bracken2.6	order	False negatives	17	12.0
Bracken2.6	order	False positives	17	35.0
Bracken2.6	order	Completeness	17	0.6571428571428571
Bracken2.6	order	Purity	17	0.39655172413793105
Bracken2.6	order	F1 score	17	0.4946236559139785
Bracken2.6	order	Jaccard index	17	0.32857142857142857
Bracken2.6	order	Taxon counts	17	58.0
Bracken2.6	family	True positives	17	30.0
Bracken2.6	family	False negatives	17	22.0
Bracken2.6	family	False positives	17	89.0
Bracken2.6	family	Completeness	17	0.5769230769230769
Bracken2.6	family	Purity	17	0.25210084033613445
Bracken2.6	family	F1 score	17	0.3508771929824561
Bracken2.6	family	Jaccard index	17	0.2127659574468085
Bracken2.6	family	Taxon counts	17	119.0
Bracken2.6	genus	True positives	17	48.0
Bracken2.6	genus	False negatives	17	37.0
Bracken2.6	genus	False positives	17	381.0
Bracken2.6	genus	Completeness	17	0.5647058823529412
Bracken2.6	genus	Purity	17	0.11188811188811189
Bracken2.6	genus	F1 score	17	0.1867704280155642
Bracken2.6	genus	Jaccard index	17	0.10300429184549356
Bracken2.6	genus	Taxon counts	17	429.0
Bracken2.6	species	True positives	17	31.0
Bracken2.6	species	False negatives	17	74.0
Bracken2.6	species	False positives	17	1464.0
Bracken2.6	species	Completeness	17	0.29523809523809524
Bracken2.6	species	Purity	17	0.02073578595317726
Bracken2.6	species	F1 score	17	0.03875000000000001
Bracken2.6	species	Jaccard index	17	0.019757807520713832
Bracken2.6	species	Taxon counts	17	1495.0
Bracken2.6	strain	True positives	17	0.0
Bracken2.6	strain	False negatives	17	186.0
Bracken2.6	strain	False positives	17	0.0
Bracken2.6	strain	Completeness	17	0.0
Bracken2.6	strain	Purity	17	0.0
Bracken2.6	strain	Jaccard index	17	0.0
Bracken2.6	strain	Taxon counts	17	0.0
Bracken2.6	superkingdom	L1 norm error	17	0.09845000000001887
Bracken2.6	phylum	L1 norm error	17	0.22306000000000809
Bracken2.6	class	L1 norm error	17	0.2234499999999992
Bracken2.6	order	L1 norm error	17	0.27419000000000077
Bracken2.6	family	L1 norm error	17	0.30290000000000056
Bracken2.6	genus	L1 norm error	17	0.3282900000000005
Bracken2.6	species	L1 norm error	17	1.0344000000000084
Bracken2.6	na	Weighted UniFrac error	17	3.7203173118517676
Bracken2.6	na	Unweighted UniFrac error	17	10927.000349999997
Bracken2.6	superkingdom	Bray-Curtis distance	18	0.04289923086951479
Bracken2.6	phylum	Bray-Curtis distance	18	0.13344283665754278
Bracken2.6	class	Bray-Curtis distance	18	0.13416504115076075
Bracken2.6	order	Bray-Curtis distance	18	0.14220599739243814
Bracken2.6	family	Bray-Curtis distance	18	0.1567896594207437
Bracken2.6	genus	Bray-Curtis distance	18	0.18282567784205758
Bracken2.6	species	Bray-Curtis distance	18	0.641783576306042
Bracken2.6	superkingdom	Shannon diversity	18	0.08352568717684332
Bracken2.6	superkingdom	Shannon equitability	18	0.07602835689932501
Bracken2.6	phylum	Shannon diversity	18	0.7244371330146767
Bracken2.6	phylum	Shannon equitability	18	0.2824372071546992
Bracken2.6	class	Shannon diversity	18	1.3403015686548914
Bracken2.6	class	Shannon equitability	18	0.41137564618291067
Bracken2.6	order	Shannon diversity	18	1.5160840395904807
Bracken2.6	order	Shannon equitability	18	0.3593035362231208
Bracken2.6	family	Shannon diversity	18	1.8473407592500595
Bracken2.6	family	Shannon equitability	18	0.3749230052463028
Bracken2.6	genus	Shannon diversity	18	2.1208310508727357
Bracken2.6	genus	Shannon equitability	18	0.34856294772832347
Bracken2.6	species	Shannon diversity	18	3.869802770913707
Bracken2.6	species	Shannon equitability	18	0.5261914761673062
Bracken2.6	superkingdom	True positives	18	2.0
Bracken2.6	superkingdom	False negatives	18	0.0
Bracken2.6	superkingdom	False positives	18	1.0
Bracken2.6	superkingdom	Completeness	18	1.0
Bracken2.6	superkingdom	Purity	18	0.6666666666666666
Bracken2.6	superkingdom	F1 score	18	0.8
Bracken2.6	superkingdom	Jaccard index	18	0.6666666666666666
Bracken2.6	superkingdom	Taxon counts	18	3.0
Bracken2.6	phylum	True positives	18	6.0
Bracken2.6	phylum	False negatives	18	3.0
Bracken2.6	phylum	False positives	18	7.0
Bracken2.6	phylum	Completeness	18	0.6666666666666666
Bracken2.6	phylum	Purity	18	0.46153846153846156
Bracken2.6	phylum	F1 score	18	0.5454545454545455
Bracken2.6	phylum	Jaccard index	18	0.375
Bracken2.6	phylum	Taxon counts	18	13.0
Bracken2.6	class	True positives	18	11.0
Bracken2.6	class	False negatives	18	6.0
Bracken2.6	class	False positives	18	15.0
Bracken2.6	class	Completeness	18	0.6470588235294118
Bracken2.6	class	Purity	18	0.4230769230769231
Bracken2.6	class	F1 score	18	0.5116279069767442
Bracken2.6	class	Jaccard index	18	0.34375
Bracken2.6	class	Taxon counts	18	26.0
Bracken2.6	order	True positives	18	22.0
Bracken2.6	order	False negatives	18	13.0
Bracken2.6	order	False positives	18	46.0
Bracken2.6	order	Completeness	18	0.6285714285714286
Bracken2.6	order	Purity	18	0.3235294117647059
Bracken2.6	order	F1 score	18	0.4271844660194175
Bracken2.6	order	Jaccard index	18	0.2716049382716049
Bracken2.6	order	Taxon counts	18	68.0
Bracken2.6	family	True positives	18	35.0
Bracken2.6	family	False negatives	18	22.0
Bracken2.6	family	False positives	18	103.0
Bracken2.6	family	Completeness	18	0.6140350877192983
Bracken2.6	family	Purity	18	0.2536231884057971
Bracken2.6	family	F1 score	18	0.358974358974359
Bracken2.6	family	Jaccard index	18	0.21875
Bracken2.6	family	Taxon counts	18	138.0
Bracken2.6	genus	True positives	18	53.0
Bracken2.6	genus	False negatives	18	38.0
Bracken2.6	genus	False positives	18	386.0
Bracken2.6	genus	Completeness	18	0.5824175824175825
Bracken2.6	genus	Purity	18	0.12072892938496584
Bracken2.6	genus	F1 score	18	0.2
Bracken2.6	genus	Jaccard index	18	0.1111111111111111
Bracken2.6	genus	Taxon counts	18	439.0
Bracken2.6	species	True positives	18	36.0
Bracken2.6	species	False negatives	18	74.0
Bracken2.6	species	False positives	18	1527.0
Bracken2.6	species	Completeness	18	0.32727272727272727
Bracken2.6	species	Purity	18	0.023032629558541268
Bracken2.6	species	F1 score	18	0.0430364614465033
Bracken2.6	species	Jaccard index	18	0.021991447770311544
Bracken2.6	species	Taxon counts	18	1563.0
Bracken2.6	strain	True positives	18	0.0
Bracken2.6	strain	False negatives	18	192.0
Bracken2.6	strain	False positives	18	0.0
Bracken2.6	strain	Completeness	18	0.0
Bracken2.6	strain	Purity	18	0.0
Bracken2.6	strain	Jaccard index	18	0.0
Bracken2.6	strain	Taxon counts	18	0.0
Bracken2.6	superkingdom	L1 norm error	18	0.0822700000000115
Bracken2.6	phylum	L1 norm error	18	0.2559100000000029
Bracken2.6	class	L1 norm error	18	0.25724000000000025
Bracken2.6	order	L1 norm error	18	0.2726800000000001
Bracken2.6	family	L1 norm error	18	0.3003400000000001
Bracken2.6	genus	L1 norm error	18	0.34099000000000096
Bracken2.6	species	L1 norm error	18	1.0517100000000095
Bracken2.6	na	Weighted UniFrac error	18	3.918373143557605
Bracken2.6	na	Unweighted UniFrac error	18	11331.000470000003
Bracken2.6	superkingdom	Bray-Curtis distance	19	0.023451211961504688
Bracken2.6	phylum	Bray-Curtis distance	19	0.12291097397480288
Bracken2.6	class	Bray-Curtis distance	19	0.12345818021762091
Bracken2.6	order	Bray-Curtis distance	19	0.1370710611837558
Bracken2.6	family	Bray-Curtis distance	19	0.15139097339965052
Bracken2.6	genus	Bray-Curtis distance	19	0.17298020387211838
Bracken2.6	species	Bray-Curtis distance	19	0.6896969411875389
Bracken2.6	superkingdom	Shannon diversity	19	0.05015995124276803
Bracken2.6	superkingdom	Shannon equitability	19	0.045657555226857036
Bracken2.6	phylum	Shannon diversity	19	0.7508509852989559
Bracken2.6	phylum	Shannon equitability	19	0.29273520863665453
Bracken2.6	class	Shannon diversity	19	1.277773814802669
Bracken2.6	class	Shannon equitability	19	0.3876932829966684
Bracken2.6	order	Shannon diversity	19	1.4218793917830546
Bracken2.6	order	Shannon equitability	19	0.3324737896794689
Bracken2.6	family	Shannon diversity	19	1.75565951453759
Bracken2.6	family	Shannon equitability	19	0.3522869375142947
Bracken2.6	genus	Shannon diversity	19	2.0095160277615602
Bracken2.6	genus	Shannon equitability	19	0.32505474416540076
Bracken2.6	species	Shannon diversity	19	3.9230389825520198
Bracken2.6	species	Shannon equitability	19	0.5287128837157231
Bracken2.6	superkingdom	True positives	19	2.0
Bracken2.6	superkingdom	False negatives	19	0.0
Bracken2.6	superkingdom	False positives	19	1.0
Bracken2.6	superkingdom	Completeness	19	1.0
Bracken2.6	superkingdom	Purity	19	0.6666666666666666
Bracken2.6	superkingdom	F1 score	19	0.8
Bracken2.6	superkingdom	Jaccard index	19	0.6666666666666666
Bracken2.6	superkingdom	Taxon counts	19	3.0
Bracken2.6	phylum	True positives	19	7.0
Bracken2.6	phylum	False negatives	19	3.0
Bracken2.6	phylum	False positives	19	6.0
Bracken2.6	phylum	Completeness	19	0.7
Bracken2.6	phylum	Purity	19	0.5384615384615384
Bracken2.6	phylum	F1 score	19	0.608695652173913
Bracken2.6	phylum	Jaccard index	19	0.4375
Bracken2.6	phylum	Taxon counts	19	13.0
Bracken2.6	class	True positives	19	11.0
Bracken2.6	class	False negatives	19	6.0
Bracken2.6	class	False positives	19	16.0
Bracken2.6	class	Completeness	19	0.6470588235294118
Bracken2.6	class	Purity	19	0.4074074074074074
Bracken2.6	class	F1 score	19	0.5
Bracken2.6	class	Jaccard index	19	0.3333333333333333
Bracken2.6	class	Taxon counts	19	27.0
Bracken2.6	order	True positives	19	22.0
Bracken2.6	order	False negatives	19	13.0
Bracken2.6	order	False positives	19	50.0
Bracken2.6	order	Completeness	19	0.6285714285714286
Bracken2.6	order	Purity	19	0.3055555555555556
Bracken2.6	order	F1 score	19	0.4112149532710281
Bracken2.6	order	Jaccard index	19	0.25882352941176473
Bracken2.6	order	Taxon counts	19	72.0
Bracken2.6	family	True positives	19	31.0
Bracken2.6	family	False negatives	19	23.0
Bracken2.6	family	False positives	19	115.0
Bracken2.6	family	Completeness	19	0.5740740740740741
Bracken2.6	family	Purity	19	0.21232876712328766
Bracken2.6	family	F1 score	19	0.31
Bracken2.6	family	Jaccard index	19	0.1834319526627219
Bracken2.6	family	Taxon counts	19	146.0
Bracken2.6	genus	True positives	19	47.0
Bracken2.6	genus	False negatives	19	38.0
Bracken2.6	genus	False positives	19	437.0
Bracken2.6	genus	Completeness	19	0.5529411764705883
Bracken2.6	genus	Purity	19	0.09710743801652892
Bracken2.6	genus	F1 score	19	0.16520210896309315
Bracken2.6	genus	Jaccard index	19	0.09003831417624521
Bracken2.6	genus	Taxon counts	19	484.0
Bracken2.6	species	True positives	19	30.0
Bracken2.6	species	False negatives	19	72.0
Bracken2.6	species	False positives	19	1639.0
Bracken2.6	species	Completeness	19	0.29411764705882354
Bracken2.6	species	Purity	19	0.017974835230677052
Bracken2.6	species	F1 score	19	0.03387916431394692
Bracken2.6	species	Jaccard index	19	0.01723147616312464
Bracken2.6	species	Taxon counts	19	1669.0
Bracken2.6	strain	True positives	19	0.0
Bracken2.6	strain	False negatives	19	178.0
Bracken2.6	strain	False positives	19	0.0
Bracken2.6	strain	Completeness	19	0.0
Bracken2.6	strain	Purity	19	0.0
Bracken2.6	strain	Jaccard index	19	0.0
Bracken2.6	strain	Taxon counts	19	0.0
Bracken2.6	superkingdom	L1 norm error	19	0.045830000000009544
Bracken2.6	phylum	L1 norm error	19	0.24019999999999903
Bracken2.6	class	L1 norm error	19	0.24122000000000127
Bracken2.6	order	L1 norm error	19	0.2678299999999997
Bracken2.6	family	L1 norm error	19	0.29554999999999976
Bracken2.6	genus	L1 norm error	19	0.33361999999999986
Bracken2.6	species	L1 norm error	19	1.1729400000000099
Bracken2.6	na	Weighted UniFrac error	19	3.9437065164995255
Bracken2.6	na	Unweighted UniFrac error	19	12232.00023
Bracken2.6	superkingdom	Bray-Curtis distance	20	0.04903122934740904
Bracken2.6	phylum	Bray-Curtis distance	20	0.10533327738497435
Bracken2.6	class	Bray-Curtis distance	20	0.11175464551397177
Bracken2.6	order	Bray-Curtis distance	20	0.1324719743585708
Bracken2.6	family	Bray-Curtis distance	20	0.1397642859017769
Bracken2.6	genus	Bray-Curtis distance	20	0.16828328992153901
Bracken2.6	species	Bray-Curtis distance	20	0.6667052652300283
Bracken2.6	superkingdom	Shannon diversity	20	0.0933991027148336
Bracken2.6	superkingdom	Shannon equitability	20	0.08501552702279068
Bracken2.6	phylum	Shannon diversity	20	0.7221288142111056
Bracken2.6	phylum	Shannon equitability	20	0.30115110630681263
Bracken2.6	class	Shannon diversity	20	1.352304253441651
Bracken2.6	class	Shannon equitability	20	0.437491323347053
Bracken2.6	order	Shannon diversity	20	1.476743658956934
Bracken2.6	order	Shannon equitability	20	0.3564314840041674
Bracken2.6	family	Shannon diversity	20	1.758938610740292
Bracken2.6	family	Shannon equitability	20	0.3613613069704442
Bracken2.6	genus	Shannon diversity	20	1.9731608863521988
Bracken2.6	genus	Shannon equitability	20	0.32602971160500444
Bracken2.6	species	Shannon diversity	20	3.8037077938005517
Bracken2.6	species	Shannon equitability	20	0.5200665366257852
Bracken2.6	superkingdom	True positives	20	3.0
Bracken2.6	superkingdom	False negatives	20	0.0
Bracken2.6	superkingdom	False positives	20	0.0
Bracken2.6	superkingdom	Completeness	20	1.0
Bracken2.6	superkingdom	Purity	20	1.0
Bracken2.6	superkingdom	F1 score	20	1.0
Bracken2.6	superkingdom	Jaccard index	20	1.0
Bracken2.6	superkingdom	Taxon counts	20	3.0
Bracken2.6	phylum	True positives	20	6.0
Bracken2.6	phylum	False negatives	20	3.0
Bracken2.6	phylum	False positives	20	5.0
Bracken2.6	phylum	Completeness	20	0.6666666666666666
Bracken2.6	phylum	Purity	20	0.5454545454545454
Bracken2.6	phylum	F1 score	20	0.6
Bracken2.6	phylum	Jaccard index	20	0.42857142857142855
Bracken2.6	phylum	Taxon counts	20	11.0
Bracken2.6	class	True positives	20	14.0
Bracken2.6	class	False negatives	20	5.0
Bracken2.6	class	False positives	20	8.0
Bracken2.6	class	Completeness	20	0.7368421052631579
Bracken2.6	class	Purity	20	0.6363636363636364
Bracken2.6	class	F1 score	20	0.6829268292682926
Bracken2.6	class	Jaccard index	20	0.5185185185185185
Bracken2.6	class	Taxon counts	20	22.0
Bracken2.6	order	True positives	20	28.0
Bracken2.6	order	False negatives	20	12.0
Bracken2.6	order	False positives	20	35.0
Bracken2.6	order	Completeness	20	0.7
Bracken2.6	order	Purity	20	0.4444444444444444
Bracken2.6	order	F1 score	20	0.5436893203883495
Bracken2.6	order	Jaccard index	20	0.37333333333333335
